model,match_id,match,is_wc,outcome,action,model_p,implied,diff,hit,pnl
M1 Poisson+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,draw,SELL,0.2312,0.3301,-0.0989,0.0,0.3301
M1 Poisson+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,away,SELL,0.1229,0.1456,-0.0227,0.0,0.1456
M2 NegBin+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,home,BUY,0.6445,0.5243,0.1202,1.0,0.4757
M2 NegBin+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,draw,SELL,0.2316,0.3301,-0.0985,0.0,0.3301
M2 NegBin+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,away,SELL,0.1239,0.1456,-0.0218,0.0,0.1456
M3 NegBin+Frank,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,home,BUY,0.6465,0.5243,0.1222,1.0,0.4757
M3 NegBin+Frank,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,draw,SELL,0.2349,0.3301,-0.0952,0.0,0.3301
M3 NegBin+Frank,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,away,SELL,0.1186,0.1456,-0.027,0.0,0.1456
M5 NegBin+Frank (calib 1X2+O/U),26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,home,BUY,0.6465,0.5243,0.1222,1.0,0.4757
M5 NegBin+Frank (calib 1X2+O/U),26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,draw,SELL,0.2349,0.3301,-0.0952,0.0,0.3301
M5 NegBin+Frank (calib 1X2+O/U),26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,away,SELL,0.1186,0.1456,-0.027,0.0,0.1456
M1 Poisson+DC,26JUN18CANQAT,Canada vs Qatar,True,home,BUY,0.7817,0.7353,0.0464,1.0,0.2647
M1 Poisson+DC,26JUN18CANQAT,Canada vs Qatar,True,away,SELL,0.0541,0.0882,-0.0341,0.0,0.0882
M2 NegBin+DC,26JUN18CANQAT,Canada vs Qatar,True,home,BUY,0.7805,0.7353,0.0452,1.0,0.2647
M2 NegBin+DC,26JUN18CANQAT,Canada vs Qatar,True,away,SELL,0.0546,0.0882,-0.0337,0.0,0.0882
M3 NegBin+Frank,26JUN18CANQAT,Canada vs Qatar,True,home,BUY,0.7992,0.7353,0.0639,1.0,0.2647
M3 NegBin+Frank,26JUN18CANQAT,Canada vs Qatar,True,draw,SELL,0.1525,0.1765,-0.024,0.0,0.1765
M3 NegBin+Frank,26JUN18CANQAT,Canada vs Qatar,True,away,SELL,0.0483,0.0882,-0.04,0.0,0.0882
M5 NegBin+Frank (calib 1X2+O/U),26JUN18CANQAT,Canada vs Qatar,True,home,BUY,0.7992,0.7353,0.0639,1.0,0.2647
M5 NegBin+Frank (calib 1X2+O/U),26JUN18CANQAT,Canada vs Qatar,True,draw,SELL,0.1525,0.1765,-0.024,0.0,0.1765
M5 NegBin+Frank (calib 1X2+O/U),26JUN18CANQAT,Canada vs Qatar,True,away,SELL,0.0483,0.0882,-0.04,0.0,0.0882
M1 Poisson+DC,26JUN18MEXKOR,Mexico vs Korea Republic,True,home,BUY,0.5518,0.4706,0.0812,1.0,0.5294
M1 Poisson+DC,26JUN18MEXKOR,Mexico vs Korea Republic,True,away,SELL,0.1626,0.2353,-0.0727,0.0,0.2353
M2 NegBin+DC,26JUN18MEXKOR,Mexico vs Korea Republic,True,home,BUY,0.551,0.4706,0.0804,1.0,0.5294
M2 NegBin+DC,26JUN18MEXKOR,Mexico vs Korea Republic,True,away,SELL,0.163,0.2353,-0.0723,0.0,0.2353
M3 NegBin+Frank,26JUN18MEXKOR,Mexico vs Korea Republic,True,home,BUY,0.5685,0.4706,0.0979,1.0,0.5294
M3 NegBin+Frank,26JUN18MEXKOR,Mexico vs Korea Republic,True,away,SELL,0.1549,0.2353,-0.0804,0.0,0.2353
M5 NegBin+Frank (calib 1X2+O/U),26JUN18MEXKOR,Mexico vs Korea Republic,True,home,SELL,0.3798,0.4706,-0.0908,1.0,-0.5294
M5 NegBin+Frank (calib 1X2+O/U),26JUN18MEXKOR,Mexico vs Korea Republic,True,draw,BUY,0.4682,0.2941,0.1741,0.0,-0.2941
M5 NegBin+Frank (calib 1X2+O/U),26JUN18MEXKOR,Mexico vs Korea Republic,True,away,SELL,0.1519,0.2353,-0.0834,0.0,0.2353
M1 Poisson+DC,26JUN19USAAUS,USA vs Australia,True,home,SELL,0.3079,0.598,-0.2902,1.0,-0.402
M1 Poisson+DC,26JUN19USAAUS,USA vs Australia,True,draw,BUY,0.2866,0.2157,0.0709,0.0,-0.2157
M1 Poisson+DC,26JUN19USAAUS,USA vs Australia,True,away,BUY,0.4055,0.1863,0.2193,0.0,-0.1863
M2 NegBin+DC,26JUN19USAAUS,USA vs Australia,True,home,SELL,0.3093,0.598,-0.2888,1.0,-0.402
M2 NegBin+DC,26JUN19USAAUS,USA vs Australia,True,draw,BUY,0.2863,0.2157,0.0706,0.0,-0.2157
M2 NegBin+DC,26JUN19USAAUS,USA vs Australia,True,away,BUY,0.4044,0.1863,0.2182,0.0,-0.1863
M3 NegBin+Frank,26JUN19USAAUS,USA vs Australia,True,home,SELL,0.3098,0.598,-0.2882,1.0,-0.402
M3 NegBin+Frank,26JUN19USAAUS,USA vs Australia,True,draw,BUY,0.2843,0.2157,0.0686,0.0,-0.2157
M3 NegBin+Frank,26JUN19USAAUS,USA vs Australia,True,away,BUY,0.4059,0.1863,0.2196,0.0,-0.1863
M5 NegBin+Frank (calib 1X2+O/U),26JUN19USAAUS,USA vs Australia,True,draw,BUY,0.283,0.2157,0.0673,0.0,-0.2157
M5 NegBin+Frank (calib 1X2+O/U),26JUN19USAAUS,USA vs Australia,True,away,SELL,0.1345,0.1863,-0.0517,0.0,0.1863
M1 Poisson+DC,26JUN19SCOMAR,Scotland vs Morocco,True,draw,BUY,0.3431,0.2647,0.0784,0.0,-0.2647
M1 Poisson+DC,26JUN19SCOMAR,Scotland vs Morocco,True,away,SELL,0.49,0.5784,-0.0884,1.0,-0.4216
M2 NegBin+DC,26JUN19SCOMAR,Scotland vs Morocco,True,draw,BUY,0.3429,0.2647,0.0782,0.0,-0.2647
M2 NegBin+DC,26JUN19SCOMAR,Scotland vs Morocco,True,away,SELL,0.4902,0.5784,-0.0883,1.0,-0.4216
M3 NegBin+Frank,26JUN19SCOMAR,Scotland vs Morocco,True,draw,BUY,0.3483,0.2647,0.0836,0.0,-0.2647
M3 NegBin+Frank,26JUN19SCOMAR,Scotland vs Morocco,True,away,SELL,0.4975,0.5784,-0.0809,1.0,-0.4216
M5 NegBin+Frank (calib 1X2+O/U),26JUN19SCOMAR,Scotland vs Morocco,True,home,SELL,0.0864,0.1569,-0.0704,0.0,0.1569
M5 NegBin+Frank (calib 1X2+O/U),26JUN19SCOMAR,Scotland vs Morocco,True,draw,BUY,0.4348,0.2647,0.1701,0.0,-0.2647
M5 NegBin+Frank (calib 1X2+O/U),26JUN19SCOMAR,Scotland vs Morocco,True,away,SELL,0.4787,0.5784,-0.0997,1.0,-0.4216
M1 Poisson+DC,26JUN19BRAHTI,Brazil vs Haiti,True,draw,BUY,0.1025,0.0784,0.0241,0.0,-0.0784
M2 NegBin+DC,26JUN19BRAHTI,Brazil vs Haiti,True,draw,BUY,0.1037,0.0784,0.0252,0.0,-0.0784
M4 NegBin+Frank (calib 1X2),26JUN19BRAHTI,Brazil vs Haiti,True,home,BUY,0.9363,0.8725,0.0638,1.0,0.1275
M4 NegBin+Frank (calib 1X2),26JUN19BRAHTI,Brazil vs Haiti,True,draw,SELL,0.038,0.0784,-0.0404,0.0,0.0784
M4 NegBin+Frank (calib 1X2),26JUN19BRAHTI,Brazil vs Haiti,True,away,SELL,0.0257,0.049,-0.0233,0.0,0.049
M5 NegBin+Frank (calib 1X2+O/U),26JUN19BRAHTI,Brazil vs Haiti,True,home,BUY,0.9375,0.8725,0.065,1.0,0.1275
M5 NegBin+Frank (calib 1X2+O/U),26JUN19BRAHTI,Brazil vs Haiti,True,draw,SELL,0.0554,0.0784,-0.023,0.0,0.0784
M5 NegBin+Frank (calib 1X2+O/U),26JUN19BRAHTI,Brazil vs Haiti,True,away,SELL,0.0071,0.049,-0.0419,0.0,0.049
M1 Poisson+DC,26JUN19TURPAR,Turkiye vs Paraguay,True,home,SELL,0.3477,0.38,-0.0323,0.0,0.38
M1 Poisson+DC,26JUN19TURPAR,Turkiye vs Paraguay,True,away,BUY,0.3457,0.3,0.0457,1.0,0.7
M2 NegBin+DC,26JUN19TURPAR,Turkiye vs Paraguay,True,home,SELL,0.3474,0.38,-0.0326,0.0,0.38
M2 NegBin+DC,26JUN19TURPAR,Turkiye vs Paraguay,True,away,BUY,0.3462,0.3,0.0462,1.0,0.7
M3 NegBin+Frank,26JUN19TURPAR,Turkiye vs Paraguay,True,home,SELL,0.3475,0.38,-0.0325,0.0,0.38
M3 NegBin+Frank,26JUN19TURPAR,Turkiye vs Paraguay,True,away,BUY,0.3442,0.3,0.0442,1.0,0.7
M5 NegBin+Frank (calib 1X2+O/U),26JUN19TURPAR,Turkiye vs Paraguay,True,home,SELL,0.3168,0.38,-0.0632,0.0,0.38
M5 NegBin+Frank (calib 1X2+O/U),26JUN19TURPAR,Turkiye vs Paraguay,True,draw,BUY,0.4476,0.32,0.1276,0.0,-0.32
M5 NegBin+Frank (calib 1X2+O/U),26JUN19TURPAR,Turkiye vs Paraguay,True,away,SELL,0.2357,0.3,-0.0643,1.0,-0.7
M1 Poisson+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,home,SELL,0.6368,0.9208,-0.284,1.0,-0.0792
M1 Poisson+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,draw,BUY,0.1862,0.0693,0.1169,0.0,-0.0693
M1 Poisson+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,away,BUY,0.177,0.0099,0.1671,0.0,-0.0099
M2 NegBin+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,home,SELL,0.6358,0.9208,-0.285,1.0,-0.0792
M2 NegBin+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,draw,BUY,0.1862,0.0693,0.1169,0.0,-0.0693
M2 NegBin+DC,26JUN20NEDSWE,Netherlands vs Sweden,True,away,BUY,0.178,0.0099,0.1681,0.0,-0.0099
M3 NegBin+Frank,26JUN20NEDSWE,Netherlands vs Sweden,True,home,SELL,0.6571,0.9208,-0.2637,1.0,-0.0792
M3 NegBin+Frank,26JUN20NEDSWE,Netherlands vs Sweden,True,draw,BUY,0.1793,0.0693,0.11,0.0,-0.0693
M3 NegBin+Frank,26JUN20NEDSWE,Netherlands vs Sweden,True,away,BUY,0.1636,0.0099,0.1537,0.0,-0.0099
M5 NegBin+Frank (calib 1X2+O/U),26JUN20NEDSWE,Netherlands vs Sweden,True,home,SELL,0.6571,0.9208,-0.2637,1.0,-0.0792
M5 NegBin+Frank (calib 1X2+O/U),26JUN20NEDSWE,Netherlands vs Sweden,True,draw,BUY,0.1793,0.0693,0.11,0.0,-0.0693
M5 NegBin+Frank (calib 1X2+O/U),26JUN20NEDSWE,Netherlands vs Sweden,True,away,BUY,0.1636,0.0099,0.1537,0.0,-0.0099
M1 Poisson+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,home,SELL,0.4945,0.6863,-0.1918,1.0,-0.3137
M1 Poisson+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,draw,BUY,0.2921,0.1863,0.1058,0.0,-0.1863
M1 Poisson+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,away,BUY,0.2134,0.1275,0.086,0.0,-0.1275
M2 NegBin+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,home,SELL,0.4938,0.6863,-0.1925,1.0,-0.3137
M2 NegBin+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,draw,BUY,0.292,0.1863,0.1058,0.0,-0.1863
M2 NegBin+DC,26JUN20GERCIV,Germany vs Ivory Coast,True,away,BUY,0.2142,0.1275,0.0867,0.0,-0.1275
M3 NegBin+Frank,26JUN20GERCIV,Germany vs Ivory Coast,True,home,SELL,0.4884,0.6863,-0.1979,1.0,-0.3137
M3 NegBin+Frank,26JUN20GERCIV,Germany vs Ivory Coast,True,draw,BUY,0.295,0.1863,0.1087,0.0,-0.1863
M3 NegBin+Frank,26JUN20GERCIV,Germany vs Ivory Coast,True,away,BUY,0.2166,0.1275,0.0892,0.0,-0.1275
M5 NegBin+Frank (calib 1X2+O/U),26JUN20GERCIV,Germany vs Ivory Coast,True,home,BUY,0.751,0.6863,0.0647,1.0,0.3137
M5 NegBin+Frank (calib 1X2+O/U),26JUN20GERCIV,Germany vs Ivory Coast,True,away,SELL,0.0826,0.1275,-0.0448,0.0,0.1275
M1 Poisson+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,home,SELL,0.775,0.8333,-0.0583,0.0,0.8333
M1 Poisson+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,draw,BUY,0.188,0.1078,0.0802,1.0,0.8922
M1 Poisson+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,away,SELL,0.037,0.0588,-0.0218,0.0,0.0588
M2 NegBin+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,home,SELL,0.7723,0.8333,-0.061,0.0,0.8333
M2 NegBin+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,draw,BUY,0.1901,0.1078,0.0822,1.0,0.8922
M2 NegBin+DC,26JUN20ECUCUW,Ecuador vs Curacao,True,away,SELL,0.0376,0.0588,-0.0213,0.0,0.0588
M3 NegBin+Frank,26JUN20ECUCUW,Ecuador vs Curacao,True,home,SELL,0.7751,0.8333,-0.0583,0.0,0.8333
M3 NegBin+Frank,26JUN20ECUCUW,Ecuador vs Curacao,True,draw,BUY,0.1916,0.1078,0.0837,1.0,0.8922
M3 NegBin+Frank,26JUN20ECUCUW,Ecuador vs Curacao,True,away,SELL,0.0334,0.0588,-0.0254,0.0,0.0588
M4 NegBin+Frank (calib 1X2),26JUN20ECUCUW,Ecuador vs Curacao,True,home,BUY,0.8583,0.8333,0.025,0.0,-0.8333
M5 NegBin+Frank (calib 1X2+O/U),26JUN20ECUCUW,Ecuador vs Curacao,True,home,SELL,0.3831,0.8333,-0.4503,0.0,0.8333
M5 NegBin+Frank (calib 1X2+O/U),26JUN20ECUCUW,Ecuador vs Curacao,True,draw,BUY,0.5978,0.1078,0.49,1.0,0.8922
M5 NegBin+Frank (calib 1X2+O/U),26JUN20ECUCUW,Ecuador vs Curacao,True,away,SELL,0.0191,0.0588,-0.0397,0.0,0.0588
M1 Poisson+DC,26JUN21TUNJPN,Tunisia vs Japan,True,home,SELL,0.0468,0.1078,-0.061,0.0,0.1078
M1 Poisson+DC,26JUN21TUNJPN,Tunisia vs Japan,True,draw,SELL,0.1651,0.2059,-0.0408,0.0,0.2059
M1 Poisson+DC,26JUN21TUNJPN,Tunisia vs Japan,True,away,BUY,0.7881,0.6863,0.1018,1.0,0.3137
M2 NegBin+DC,26JUN21TUNJPN,Tunisia vs Japan,True,home,SELL,0.0472,0.1078,-0.0606,0.0,0.1078
M2 NegBin+DC,26JUN21TUNJPN,Tunisia vs Japan,True,draw,SELL,0.1661,0.2059,-0.0398,0.0,0.2059
M2 NegBin+DC,26JUN21TUNJPN,Tunisia vs Japan,True,away,BUY,0.7867,0.6863,0.1004,1.0,0.3137
M3 NegBin+Frank,26JUN21TUNJPN,Tunisia vs Japan,True,home,SELL,0.0433,0.1078,-0.0645,0.0,0.1078
M3 NegBin+Frank,26JUN21TUNJPN,Tunisia vs Japan,True,draw,SELL,0.1551,0.2059,-0.0508,0.0,0.2059
M3 NegBin+Frank,26JUN21TUNJPN,Tunisia vs Japan,True,away,BUY,0.8016,0.6863,0.1153,1.0,0.3137
M5 NegBin+Frank (calib 1X2+O/U),26JUN21TUNJPN,Tunisia vs Japan,True,home,SELL,0.0662,0.1078,-0.0416,0.0,0.1078
M5 NegBin+Frank (calib 1X2+O/U),26JUN21TUNJPN,Tunisia vs Japan,True,draw,SELL,0.1018,0.2059,-0.1041,0.0,0.2059
M5 NegBin+Frank (calib 1X2+O/U),26JUN21TUNJPN,Tunisia vs Japan,True,away,BUY,0.8319,0.6863,0.1457,1.0,0.3137
M1 Poisson+DC,26JUN21ESPKSA,Spain vs Saudi Arabia,True,home,SELL,0.8212,0.8812,-0.06,1.0,-0.1188
M1 Poisson+DC,26JUN21ESPKSA,Spain vs Saudi Arabia,True,draw,BUY,0.1383,0.0693,0.0689,0.0,-0.0693
M2 NegBin+DC,26JUN21ESPKSA,Spain vs Saudi Arabia,True,home,SELL,0.82,0.8812,-0.0611,1.0,-0.1188
M2 NegBin+DC,26JUN21ESPKSA,Spain vs Saudi Arabia,True,draw,BUY,0.1391,0.0693,0.0698,0.0,-0.0693
M3 NegBin+Frank,26JUN21ESPKSA,Spain vs Saudi Arabia,True,home,SELL,0.8387,0.8812,-0.0425,1.0,-0.1188
M3 NegBin+Frank,26JUN21ESPKSA,Spain vs Saudi Arabia,True,draw,BUY,0.1257,0.0693,0.0564,0.0,-0.0693
M4 NegBin+Frank (calib 1X2),26JUN21ESPKSA,Spain vs Saudi Arabia,True,home,BUY,0.9476,0.8812,0.0664,1.0,0.1188
M4 NegBin+Frank (calib 1X2),26JUN21ESPKSA,Spain vs Saudi Arabia,True,draw,SELL,0.0313,0.0693,-0.038,0.0,0.0693
M4 NegBin+Frank (calib 1X2),26JUN21ESPKSA,Spain vs Saudi Arabia,True,away,SELL,0.0211,0.0495,-0.0284,0.0,0.0495
M5 NegBin+Frank (calib 1X2+O/U),26JUN21ESPKSA,Spain vs Saudi Arabia,True,home,BUY,0.9883,0.8812,0.1071,1.0,0.1188
M5 NegBin+Frank (calib 1X2+O/U),26JUN21ESPKSA,Spain vs Saudi Arabia,True,draw,SELL,0.0095,0.0693,-0.0598,0.0,0.0693
M5 NegBin+Frank (calib 1X2+O/U),26JUN21ESPKSA,Spain vs Saudi Arabia,True,away,SELL,0.0022,0.0495,-0.0473,0.0,0.0495
M1 Poisson+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,home,SELL,0.1418,0.165,-0.0232,0.0,0.165
M1 Poisson+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,draw,BUY,0.2976,0.233,0.0645,0.0,-0.233
M1 Poisson+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,away,SELL,0.5606,0.6019,-0.0413,1.0,-0.3981
M2 NegBin+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,home,SELL,0.1425,0.165,-0.0225,0.0,0.165
M2 NegBin+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,draw,BUY,0.2974,0.233,0.0644,0.0,-0.233
M2 NegBin+DC,26JUN21NZLEGY,New Zealand vs Egypt,True,away,SELL,0.5601,0.6019,-0.0418,1.0,-0.3981
M3 NegBin+Frank,26JUN21NZLEGY,New Zealand vs Egypt,True,home,SELL,0.1352,0.165,-0.0299,0.0,0.165
M3 NegBin+Frank,26JUN21NZLEGY,New Zealand vs Egypt,True,draw,BUY,0.3019,0.233,0.0689,0.0,-0.233
M3 NegBin+Frank,26JUN21NZLEGY,New Zealand vs Egypt,True,away,SELL,0.5629,0.6019,-0.039,1.0,-0.3981
M5 NegBin+Frank (calib 1X2+O/U),26JUN21NZLEGY,New Zealand vs Egypt,True,home,SELL,0.1352,0.165,-0.0299,0.0,0.165
M5 NegBin+Frank (calib 1X2+O/U),26JUN21NZLEGY,New Zealand vs Egypt,True,draw,BUY,0.3019,0.233,0.0689,0.0,-0.233
M5 NegBin+Frank (calib 1X2+O/U),26JUN21NZLEGY,New Zealand vs Egypt,True,away,SELL,0.5629,0.6019,-0.039,1.0,-0.3981
M1 Poisson+DC,26JUN22ARGAUT,Argentina vs Austria,True,home,SELL,0.5375,0.6765,-0.139,1.0,-0.3235
M1 Poisson+DC,26JUN22ARGAUT,Argentina vs Austria,True,draw,BUY,0.3312,0.2059,0.1253,0.0,-0.2059
M2 NegBin+DC,26JUN22ARGAUT,Argentina vs Austria,True,home,SELL,0.5367,0.6765,-0.1397,1.0,-0.3235
M2 NegBin+DC,26JUN22ARGAUT,Argentina vs Austria,True,draw,BUY,0.3317,0.2059,0.1258,0.0,-0.2059
M3 NegBin+Frank,26JUN22ARGAUT,Argentina vs Austria,True,home,SELL,0.5483,0.6765,-0.1282,1.0,-0.3235
M3 NegBin+Frank,26JUN22ARGAUT,Argentina vs Austria,True,draw,BUY,0.3293,0.2059,0.1234,0.0,-0.2059
M5 NegBin+Frank (calib 1X2+O/U),26JUN22ARGAUT,Argentina vs Austria,True,draw,BUY,0.2499,0.2059,0.044,0.0,-0.2059
M5 NegBin+Frank (calib 1X2+O/U),26JUN22ARGAUT,Argentina vs Austria,True,away,SELL,0.0728,0.1176,-0.0449,0.0,0.1176
M1 Poisson+DC,26JUN22FRAIRQ,France vs Iraq,True,home,SELL,0.8005,0.9505,-0.15,1.0,-0.0495
M1 Poisson+DC,26JUN22FRAIRQ,France vs Iraq,True,draw,BUY,0.152,0.0396,0.1124,0.0,-0.0396
M1 Poisson+DC,26JUN22FRAIRQ,France vs Iraq,True,away,BUY,0.0475,0.0099,0.0376,0.0,-0.0099
M2 NegBin+DC,26JUN22FRAIRQ,France vs Iraq,True,home,SELL,0.7987,0.9505,-0.1518,1.0,-0.0495
M2 NegBin+DC,26JUN22FRAIRQ,France vs Iraq,True,draw,BUY,0.1531,0.0396,0.1135,0.0,-0.0396
M2 NegBin+DC,26JUN22FRAIRQ,France vs Iraq,True,away,BUY,0.0482,0.0099,0.0383,0.0,-0.0099
M3 NegBin+Frank,26JUN22FRAIRQ,France vs Iraq,True,home,SELL,0.8194,0.9505,-0.1311,1.0,-0.0495
M3 NegBin+Frank,26JUN22FRAIRQ,France vs Iraq,True,draw,BUY,0.1391,0.0396,0.0995,0.0,-0.0396
M3 NegBin+Frank,26JUN22FRAIRQ,France vs Iraq,True,away,BUY,0.0416,0.0099,0.0317,0.0,-0.0099
M5 NegBin+Frank (calib 1X2+O/U),26JUN22FRAIRQ,France vs Iraq,True,home,SELL,0.9068,0.9505,-0.0437,1.0,-0.0495
M5 NegBin+Frank (calib 1X2+O/U),26JUN22FRAIRQ,France vs Iraq,True,draw,BUY,0.0784,0.0396,0.0388,0.0,-0.0396
M1 Poisson+DC,26JUN22NORSEN,Norway vs Senegal,True,home,BUY,0.5536,0.4175,0.1362,1.0,0.5825
M1 Poisson+DC,26JUN22NORSEN,Norway vs Senegal,True,draw,SELL,0.2297,0.2816,-0.0519,0.0,0.2816
M1 Poisson+DC,26JUN22NORSEN,Norway vs Senegal,True,away,SELL,0.2167,0.301,-0.0843,0.0,0.301
M2 NegBin+DC,26JUN22NORSEN,Norway vs Senegal,True,home,BUY,0.5507,0.4175,0.1332,1.0,0.5825
M2 NegBin+DC,26JUN22NORSEN,Norway vs Senegal,True,draw,SELL,0.2301,0.2816,-0.0514,0.0,0.2816
M2 NegBin+DC,26JUN22NORSEN,Norway vs Senegal,True,away,SELL,0.2192,0.301,-0.0818,0.0,0.301
M3 NegBin+Frank,26JUN22NORSEN,Norway vs Senegal,True,home,BUY,0.563,0.4175,0.1456,1.0,0.5825
M3 NegBin+Frank,26JUN22NORSEN,Norway vs Senegal,True,draw,SELL,0.2296,0.2816,-0.052,0.0,0.2816
M3 NegBin+Frank,26JUN22NORSEN,Norway vs Senegal,True,away,SELL,0.2074,0.301,-0.0936,0.0,0.301
M5 NegBin+Frank (calib 1X2+O/U),26JUN22NORSEN,Norway vs Senegal,True,home,BUY,0.5188,0.4175,0.1014,1.0,0.5825
M5 NegBin+Frank (calib 1X2+O/U),26JUN22NORSEN,Norway vs Senegal,True,draw,SELL,0.1749,0.2816,-0.1067,0.0,0.2816
M1 Poisson+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,home,SELL,0.6865,0.8431,-0.1566,1.0,-0.1569
M1 Poisson+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,draw,BUY,0.2204,0.1078,0.1125,0.0,-0.1078
M1 Poisson+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,away,BUY,0.0931,0.049,0.0441,0.0,-0.049
M2 NegBin+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,home,SELL,0.6839,0.8431,-0.1592,1.0,-0.1569
M2 NegBin+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,draw,BUY,0.2218,0.1078,0.1139,0.0,-0.1078
M2 NegBin+DC,26JUN23PORUZB,Portugal vs Uzbekistan,True,away,BUY,0.0943,0.049,0.0453,0.0,-0.049
M3 NegBin+Frank,26JUN23PORUZB,Portugal vs Uzbekistan,True,home,SELL,0.6942,0.8431,-0.1489,1.0,-0.1569
M3 NegBin+Frank,26JUN23PORUZB,Portugal vs Uzbekistan,True,draw,BUY,0.2184,0.1078,0.1106,0.0,-0.1078
M3 NegBin+Frank,26JUN23PORUZB,Portugal vs Uzbekistan,True,away,BUY,0.0874,0.049,0.0384,0.0,-0.049
M5 NegBin+Frank (calib 1X2+O/U),26JUN23PORUZB,Portugal vs Uzbekistan,True,home,SELL,0.6942,0.8431,-0.1489,1.0,-0.1569
M5 NegBin+Frank (calib 1X2+O/U),26JUN23PORUZB,Portugal vs Uzbekistan,True,draw,BUY,0.2184,0.1078,0.1106,0.0,-0.1078
M5 NegBin+Frank (calib 1X2+O/U),26JUN23PORUZB,Portugal vs Uzbekistan,True,away,BUY,0.0874,0.049,0.0384,0.0,-0.049
M1 Poisson+DC,26JUN23COLCOD,Colombia vs Congo DR,True,home,SELL,0.4617,0.5743,-0.1125,1.0,-0.4257
M1 Poisson+DC,26JUN23COLCOD,Colombia vs Congo DR,True,draw,BUY,0.3558,0.3267,0.029,0.0,-0.3267
M1 Poisson+DC,26JUN23COLCOD,Colombia vs Congo DR,True,away,BUY,0.1825,0.099,0.0835,0.0,-0.099
M2 NegBin+DC,26JUN23COLCOD,Colombia vs Congo DR,True,home,SELL,0.4615,0.5743,-0.1127,1.0,-0.4257
M2 NegBin+DC,26JUN23COLCOD,Colombia vs Congo DR,True,draw,BUY,0.3559,0.3267,0.0291,0.0,-0.3267
M2 NegBin+DC,26JUN23COLCOD,Colombia vs Congo DR,True,away,BUY,0.1826,0.099,0.0836,0.0,-0.099
M3 NegBin+Frank,26JUN23COLCOD,Colombia vs Congo DR,True,home,SELL,0.4635,0.5743,-0.1107,1.0,-0.4257
M3 NegBin+Frank,26JUN23COLCOD,Colombia vs Congo DR,True,draw,BUY,0.3621,0.3267,0.0354,0.0,-0.3267
M3 NegBin+Frank,26JUN23COLCOD,Colombia vs Congo DR,True,away,BUY,0.1744,0.099,0.0754,0.0,-0.099
M5 NegBin+Frank (calib 1X2+O/U),26JUN23COLCOD,Colombia vs Congo DR,True,home,SELL,0.5144,0.5743,-0.0599,1.0,-0.4257
M5 NegBin+Frank (calib 1X2+O/U),26JUN23COLCOD,Colombia vs Congo DR,True,draw,BUY,0.4264,0.3267,0.0997,0.0,-0.3267
M5 NegBin+Frank (calib 1X2+O/U),26JUN23COLCOD,Colombia vs Congo DR,True,away,SELL,0.0592,0.099,-0.0398,0.0,0.099
M1 Poisson+DC,26JUN24SUICAN,Switzerland vs Canada,True,home,BUY,0.4714,0.3922,0.0792,1.0,0.6078
M1 Poisson+DC,26JUN24SUICAN,Switzerland vs Canada,True,draw,SELL,0.2934,0.3137,-0.0203,0.0,0.3137
M1 Poisson+DC,26JUN24SUICAN,Switzerland vs Canada,True,away,SELL,0.2352,0.2941,-0.0589,0.0,0.2941
